255,127,0,70
255,130,0,70
255,133,0,70
255,136,0,70
255,138,0,69
255,141,0,69
255,145,0,69
255,147,0,69
255,150,0,69
255,153,0,68
255,155,0,68
255,158,0,68
255,161,0,68
255,163,0,68
255,166,0,67
255,169,0,67
255,171,0,67
255,174,0,67
255,177,0,66
255,180,0,66
255,182,0,66
255,185,0,66
255,188,0,66
255,190,0,66
255,193,0,65
255,196,0,65
255,198,0,65
255,201,0,65
255,204,0,64
255,206,0,64
255,210,0,64
255,213,0,64
255,216,0,64
255,218,0,63
255,221,0,63
255,224,0,63
255,226,0,63
255,229,0,62
255,232,0,62
255,234,0,62
255,237,0,62
255,240,0,62
255,242,0,61
255,245,0,61
255,248,0,61
255,251,0,61
255,253,0,61
255,255,0,60
253,255,0,60
251,255,0,60
248,255,0,60
245,255,0,60
243,255,0,59
240,255,0,59
237,255,0,59
235,255,0,59
232,255,0,58
229,255,0,58
227,255,0,58
223,255,0,58
220,255,0,58
217,255,0,58
215,255,0,57
212,255,0,57
209,255,0,57
207,255,0,57
204,255,0,56
201,255,0,56
199,255,0,56
196,255,0,56
192,255,0,56
190,255,0,56
187,255,0,55
184,255,0,55
181,255,0,55
179,255,0,54
176,255,0,54
173,255,0,54
171,255,0,54
168,255,0,54
164,255,0,54
162,255,0,53
159,255,0,53
156,255,0,53
154,255,0,53
151,255,0,52
148,255,0,52
145,255,0,52
142,255,0,52
139,255,0,52
136,255,0,51
134,255,0,51
131,255,0,51
127,255,0,51
125,255,0,50
122,255,0,50
119,255,0,50
116,255,0,50
113,255,0,50
110,255,0,50
108,255,0,49
104,255,0,49
101,255,0,49
98,255,0,48
95,255,0,48
92,255,0,48
89,255,0,48
86,255,0,48
83,255,0,48
79,255,0,47
77,255,0,47
73,255,0,47
70,255,0,47
67,255,0,46
64,255,0,46
60,255,0,46
57,255,0,46
53,255,0,46
49,255,0,46
45,255,0,45
42,255,0,45
37,255,0,45
32,255,0,45
28,255,0,44
22,255,0,44
14,255,0,44
8,255,0,44
0,255,0,44
0,255,0,44
0,255,0,43
0,255,0,43
0,255,0,43
0,255,0,42
0,255,0,42
0,255,0,42
0,255,0,42
0,255,0,42
0,255,0,42
0,255,0,41
0,255,0,41
0,255,0,41
0,255,0,40
0,255,0,40
0,255,0,40
0,252,0,40
0,250,0,40
0,247,0,39
0,244,0,39
0,241,0,39
0,239,0,39
0,236,0,39
0,233,0,38
0,231,0,38
0,228,0,38
0,225,0,38
0,223,0,38
0,220,0,37
0,217,4,37
0,215,12,37
0,212,21,37
0,209,27,36
0,206,33,36
0,204,37,36
0,201,42,36
0,198,46,36
0,196,49,36
0,193,54,35
0,190,58,35
0,188,60,35
0,185,64,35
0,182,68,34
0,180,71,34
0,177,74,34
0,173,78,34
0,170,81,34
0,168,84,34
0,165,87,33
0,162,91,33
0,160,93,33
0,157,96,32
0,154,99,32
0,152,102,32
0,149,105,32
0,146,108,32
0,144,110,32
0,141,114,31
0,138,117,31
0,136,119,31
0,132,122,31
0,129,126,30
0,126,129,30
0,124,131,30
0,121,134,30
0,118,137,30
0,116,139,29
0,113,142,29
0,109,146,29
0,107,148,29
0,104,151,28
0,101,154,28
0,99,156,28
0,96,159,28
0,92,162,28
0,89,165,28
0,87,167,28
0,84,171,27
0,80,174,27
0,78,176,27
0,75,179,27
0,71,182,26
0,69,184,26
0,66,187,26
0,62,190,26
0,60,192,25
0,56,195,25
0,52,198,25
0,50,200,24
0,46,203,24
0,42,207,24
0,37,210,24
0,34,212,24
0,29,215,24
0,24,218,24
0,20,220,23
0,13,223,23
0,4,226,23
0,0,228,23
0,0,231,22
0,0,234,22
0,0,236,22
0,0,239,22
0,0,242,22
0,0,245,21
0,0,247,21
0,0,250,21
0,0,253,21
0,0,255,20
0,0,255,20
0,0,255,20
0,0,255,20
0,0,254,20
0,0,252,19
0,0,251,19
0,0,249,19
0,0,247,19
0,0,246,19
0,0,244,18
0,0,242,18
0,0,241,18
0,0,239,18
0,0,238,18
0,0,236,18
0,0,234,17
0,0,233,17
0,0,231,17
0,0,229,16
0,0,228,16
0,0,226,16
0,0,224,16
0,0,223,16
0,0,221,16
0,0,220,15
0,0,218,15
0,0,216,15
0,0,215,15
0,0,213,14
0,0,211,14
0,0,210,14
0,0,208,14
0,0,207,14
0,0,205,13
0,0,203,13
0,0,202,13
0,0,200,13
0,0,198,12
0,0,196,12
0,0,194,12
0,0,192,12
0,0,191,12
0,0,189,12
0,0,188,11
0,0,186,11
0,0,184,11
0,0,183,11
0,0,181,10
0,0,179,10
0,0,178,10
0,0,176,10
0,0,174,10
0,0,173,9
0,0,171,9
0,0,170,9
0,0,168,9
0,0,166,8
0,0,165,8
0,0,163,8
0,0,161,8
0,0,160,8
0,0,158,8
0,0,156,7
0,0,155,7
0,0,153,7
0,0,152,7
0,0,150,6
0,0,148,6
0,0,147,6
0,0,145,6
0,0,143,6
0,0,142,5
0,0,140,5
0,0,138,5
0,0,136,5
0,0,134,4
0,0,133,4
0,0,131,4
0,0,129,4
0,0,128,4
0,0,126,3
0,0,124,3
0,0,123,3
0,0,121,3
0,0,119,3
0,0,118,2
0,0,116,2
0,0,115,2
0,0,113,2
0,0,111,2
0,0,110,2
0,0,108,1
0,0,106,1
0,0,105,1
0,0,103,1
0,0,103,1
0,0,0,0
